id,mean_dist_day,mean_over_speed,cluster_value
3.42E+09,38.74,6,2
3.42E+09,29.28,3,2
3.42E+09,21.6,3,2
3.42E+09,28.7,0,2
3.42E+09,46.08,7,2
3.42E+09,42.02,5,2
3.42E+09,49.96,1,2
3.42E+09,48.05,9,2
3.42E+09,61.36,5,2
3.42E+09,52.83,7,2
3.42E+09,69.19,4,2
3.42E+09,33.2,3,2
3.42E+09,51.27,5,2
3.42E+09,54.48,2,2
3.42E+09,42.47,7,2
3.42E+09,46.2,5,2
3.42E+09,47.92,2,2
3.42E+09,49.43,5,2
3.42E+09,38.26,5,2
3.42E+09,30.5,5,2
3.42E+09,48.88,7,2
3.42E+09,49.45,4,2
3.42E+09,60.69,6,2
3.42E+09,57.36,7,2
3.42E+09,51.15,6,2
3.42E+09,30.3,1,2
3.42E+09,55.41,3,2
3.42E+09,44.98,3,2
3.42E+09,56.9,10,2
3.42E+09,36.37,5,2
3.42E+09,55.2,1,2
3.42E+09,66.98,9,2
3.42E+09,65.93,3,2
3.42E+09,50.89,5,2
3.42E+09,40.97,3,2
3.42E+09,46.17,3,2
3.42E+09,43.19,5,2
3.42E+09,42.01,6,2
3.42E+09,66.26,6,2
3.42E+09,48.41,6,2
3.42E+09,64.68,10,2
3.42E+09,65.17,2,2
3.42E+09,40.48,4,2
3.42E+09,38.74,7,2
3.42E+09,39.83,4,2
3.42E+09,42.94,3,2
3.42E+09,54.04,7,2
3.42E+09,35.32,6,2
3.42E+09,62.47,4,2
3.42E+09,39.72,7,2
3.42E+09,47.95,9,2
3.42E+09,40.29,7,2
3.42E+09,51.25,5,2
3.42E+09,51.77,3,2
3.42E+09,32.28,8,2
3.42E+09,44.08,5,2
3.42E+09,52.84,4,2
3.42E+09,48.98,3,2
3.42E+09,57,8,2
3.42E+09,58.22,5,2
3.42E+09,41.38,2,2
3.42E+09,45.01,7,2
3.42E+09,43.28,9,2
3.42E+09,52.78,9,2
3.42E+09,37.25,8,2
3.42E+09,53.88,3,2
3.42E+09,53.84,6,2
3.42E+09,52.7,1,2
3.42E+09,44.56,4,2
3.42E+09,50.16,7,2
3.42E+09,51.76,4,2
3.42E+09,40.61,4,2
3.42E+09,56.47,8,2
3.42E+09,41.94,6,2
3.42E+09,62.92,7,2
3.42E+09,65.48,7,2
3.42E+09,48.82,2,2
3.42E+09,39.13,4,2
3.42E+09,30.27,4,2
3.42E+09,47.01,6,2
3.42E+09,39.04,4,2
3.42E+09,36.6,4,2
3.42E+09,60.09,3,2
3.42E+09,38.5,7,2
3.42E+09,60.46,3,2
3.42E+09,48.26,5,2
3.42E+09,46.74,2,2
3.42E+09,44.85,2,2
3.42E+09,61.38,6,2
3.42E+09,63.88,6,2
3.42E+09,44.43,4,2
3.42E+09,59.64,6,2
3.42E+09,55.07,1,2
3.42E+09,56.72,7,2
3.42E+09,52.33,4,2
3.42E+09,47.04,7,2
3.42E+09,45.59,6,2
3.42E+09,45.47,5,2
3.42E+09,50.18,3,2
3.42E+09,38.85,8,2
3.42E+09,51.57,3,2
3.42E+09,56.38,1,2
3.42E+09,43.52,8,2
3.42E+09,53.46,5,2
3.42E+09,45.74,4,2
3.42E+09,46.48,6,2
3.42E+09,50.63,8,2
3.42E+09,43.06,3,2
3.42E+09,34.77,4,2
3.42E+09,47.34,5,2
3.42E+09,59.12,11,2
3.42E+09,41.22,4,2
3.42E+09,46.41,10,2
3.42E+09,45.58,4,2
3.42E+09,45.28,7,2
3.42E+09,55.43,6,2
3.42E+09,54.32,4,2
3.42E+09,40.04,3,2
3.42E+09,62.46,5,2
3.42E+09,60.24,4,2
3.42E+09,54.78,6,2
3.42E+09,52.11,4,2
3.42E+09,46.1,6,2
3.42E+09,46.13,9,2
3.42E+09,45.62,5,2
3.42E+09,56.74,3,2
3.42E+09,42.62,4,2
3.42E+09,74.88,7,2
3.42E+09,33.22,3,2
3.42E+09,39.93,4,2
3.42E+09,60.35,2,2
3.42E+09,54.66,4,2
3.42E+09,34.96,6,2
3.42E+09,58.1,8,2
3.42E+09,46.64,2,2
3.42E+09,63,6,2
3.42E+09,48.1,9,2
3.42E+09,38.66,3,2
3.42E+09,48.91,0,2
3.42E+09,63.5,4,2
3.42E+09,44.26,4,2
3.42E+09,36.23,3,2
3.42E+09,45.16,5,2
3.42E+09,49.35,8,2
3.42E+09,49.73,11,2
3.42E+09,54.63,5,2
3.42E+09,54.04,7,2
3.42E+09,60.63,6,2
3.42E+09,40.05,0,2
3.42E+09,61.61,1,2
3.42E+09,45.63,8,2
3.42E+09,40.1,4,2
3.42E+09,35.24,7,2
3.42E+09,49.02,7,2
3.42E+09,50.07,8,2
3.42E+09,54.38,4,2
3.42E+09,56.85,3,2
3.42E+09,42.39,4,2
3.42E+09,49.53,4,2
3.42E+09,37.42,8,2
3.42E+09,57.2,6,2
3.42E+09,38.4,4,2
3.42E+09,50.1,5,2
3.42E+09,53.42,1,2
3.42E+09,50.55,4,2
3.42E+09,45.7,7,2
3.42E+09,48.56,3,2
3.42E+09,59.31,7,2
3.42E+09,46.6,4,2
3.42E+09,49.49,3,2
3.42E+09,40.67,5,2
3.42E+09,62.34,3,2
3.42E+09,56.89,7,2
3.42E+09,52.19,4,2
3.42E+09,39.67,5,2
3.42E+09,49.69,5,2
3.42E+09,56.33,3,2
3.42E+09,44.21,5,2
3.42E+09,43.54,6,2
3.42E+09,33.63,5,2
3.42E+09,58.27,1,2
3.42E+09,40.18,6,2
3.42E+09,50.38,5,2
3.42E+09,37.68,5,2
3.42E+09,50.65,3,2
3.42E+09,44,7,2
3.42E+09,50.05,8,2
3.42E+09,56.99,7,2
3.42E+09,66.04,5,2
3.42E+09,33.17,2,2
3.42E+09,45.31,6,2
3.42E+09,64.43,8,2
3.42E+09,52.05,4,2
3.42E+09,45.12,4,2
3.42E+09,55.8,8,2
3.42E+09,55.43,4,2
3.42E+09,43.25,4,2
3.42E+09,55.56,4,2
3.42E+09,47.95,8,2
3.42E+09,66.13,5,2
3.42E+09,50.75,2,2
3.42E+09,64.75,4,2
3.42E+09,36.52,7,2
3.42E+09,60.46,4,2
3.42E+09,49.37,9,2
3.42E+09,50.69,7,2
3.42E+09,70.29,8,2
3.42E+09,50.64,2,2
3.42E+09,38.68,4,2
3.42E+09,56.9,3,2
3.42E+09,43.42,8,2
3.42E+09,40,6,2
3.42E+09,66.08,4,2
3.42E+09,62.75,6,2
3.42E+09,50.25,10,2
3.42E+09,41.55,3,2
3.42E+09,51.98,3,2
3.42E+09,56.02,5,2
3.42E+09,47.55,3,2
3.42E+09,45.86,6,2
3.42E+09,44.31,4,2
3.42E+09,63.6,2,2
3.42E+09,51.62,6,2
3.42E+09,47.76,3,2
3.42E+09,49.68,9,2
3.42E+09,45.02,5,2
3.42E+09,37.79,3,2
3.42E+09,49.27,5,2
3.42E+09,39.67,9,2
3.42E+09,50.9,9,2
3.42E+09,29.54,5,2
3.42E+09,44.2,6,2
3.42E+09,59.43,5,2
3.42E+09,45.78,8,2
3.42E+09,48.82,5,2
3.42E+09,51.48,6,2
3.42E+09,36.11,9,2
3.42E+09,47.52,6,2
3.42E+09,57.27,9,2
3.42E+09,47.95,5,2
3.42E+09,49.19,7,2
3.42E+09,54,4,2
3.42E+09,52.27,7,2
3.42E+09,62.39,4,2
3.42E+09,48.22,5,2
3.42E+09,71.83,5,2
3.42E+09,42.53,3,2
3.42E+09,41.02,9,2
3.42E+09,39.76,8,2
3.42E+09,54.67,4,2
3.42E+09,65.55,3,2
3.42E+09,56.67,5,2
3.42E+09,58.09,3,2
3.42E+09,45.26,11,2
3.42E+09,48.47,6,2
3.42E+09,60.23,2,2
3.42E+09,39.97,3,2
3.42E+09,67.34,1,2
3.42E+09,67.87,3,2
3.42E+09,29.69,6,2
3.42E+09,54.15,5,2
3.42E+09,51.15,3,2
3.42E+09,50.1,5,2
3.42E+09,68.64,3,2
3.42E+09,54.16,3,2
3.42E+09,43.23,3,2
3.42E+09,63.62,4,2
3.42E+09,52.73,3,2
3.42E+09,64.16,7,2
3.42E+09,50.08,3,2
3.42E+09,47.15,3,2
3.42E+09,49.3,1,2
3.42E+09,43.37,4,2
3.42E+09,49.88,5,2
3.42E+09,55.95,8,2
3.42E+09,47.52,8,2
3.42E+09,56.61,6,2
3.42E+09,53.26,6,2
3.42E+09,55.77,5,2
3.42E+09,44.67,7,2
3.42E+09,55.07,4,2
3.42E+09,39.75,3,2
3.42E+09,65.73,5,2
3.42E+09,49.55,3,2
3.42E+09,59.63,4,2
3.42E+09,54.67,5,2
3.42E+09,56.32,8,2
3.42E+09,44.71,6,2
3.42E+09,45.95,3,2
3.42E+09,54.84,6,2
3.42E+09,47.34,6,2
3.42E+09,45.73,3,2
3.42E+09,48.84,7,2
3.42E+09,57.45,6,2
3.42E+09,60.97,9,2
3.42E+09,50.64,4,2
3.42E+09,52.12,5,2
3.42E+09,34.72,5,2
3.42E+09,53.49,4,2
3.42E+09,56.82,3,2
3.42E+09,50.26,5,2
3.42E+09,44.29,6,2
3.42E+09,29.93,4,2
3.42E+09,58.14,7,2
3.42E+09,43.63,8,2
3.42E+09,52.03,4,2
3.42E+09,55.81,6,2
3.42E+09,69.54,7,2
3.42E+09,35.54,6,2
3.42E+09,37.06,8,2
3.42E+09,44.46,4,2
3.42E+09,53.36,11,2
3.42E+09,54.1,8,2
3.42E+09,41.54,8,2
3.42E+09,37.17,2,2
3.42E+09,48.39,5,2
3.42E+09,51.92,7,2
3.42E+09,60.39,7,2
3.42E+09,40.03,4,2
3.42E+09,32.36,5,2
3.42E+09,65.55,2,2
3.42E+09,58.83,3,2
3.42E+09,59.37,6,2
3.42E+09,74.91,5,2
3.42E+09,51.97,5,2
3.42E+09,35.67,5,2
3.42E+09,41.93,4,2
3.42E+09,48.01,6,2
3.42E+09,29.85,6,2
3.42E+09,57.22,7,2
3.42E+09,52.76,4,2
3.42E+09,71.84,3,2
3.42E+09,57.11,5,2
3.42E+09,45.24,3,2
3.42E+09,65.49,6,2
3.42E+09,58.16,9,2
3.42E+09,30.44,3,2
3.42E+09,58.54,7,2
3.42E+09,55.85,5,2
3.42E+09,54.94,7,2
3.42E+09,66.46,6,2
3.42E+09,44.42,6,2
3.42E+09,63.96,5,2
3.42E+09,44.38,5,2
3.42E+09,67.31,5,2
3.42E+09,54.63,2,2
3.42E+09,50.98,0,2
3.42E+09,66.8,6,2
3.42E+09,52.43,6,2
3.42E+09,39.4,8,2
3.42E+09,50.63,3,2
3.42E+09,49.28,6,2
3.42E+09,72.16,5,2
3.42E+09,36.74,7,2
3.42E+09,52.48,8,2
3.42E+09,59.95,7,2
3.42E+09,65.88,8,2
3.42E+09,49.83,9,2
3.42E+09,60.85,5,2
3.42E+09,59.7,10,2
3.42E+09,66.76,2,2
3.42E+09,50.68,4,2
3.42E+09,44.67,5,2
3.42E+09,53.88,4,2
3.42E+09,48.34,4,2
3.42E+09,46.08,3,2
3.42E+09,58.53,8,2
3.42E+09,53.43,6,2
3.42E+09,51.34,8,2
3.42E+09,74.11,6,2
3.42E+09,55.79,5,2
3.42E+09,71.3,8,2
3.42E+09,59.34,9,2
3.42E+09,73.13,3,2
3.42E+09,38.97,4,2
3.42E+09,31.88,7,2
3.42E+09,26.14,5,2
3.42E+09,35.39,8,2
3.42E+09,60.21,6,2
3.42E+09,49.17,0,2
3.42E+09,35.29,3,2
3.42E+09,51.57,5,2
3.42E+09,56.01,4,2
3.42E+09,59.08,5,2
3.42E+09,56.78,6,2
3.42E+09,56.02,5,2
3.42E+09,31.3,5,2
3.42E+09,56.1,9,2
3.42E+09,60.55,7,2
3.42E+09,64.6,3,2
3.42E+09,32.09,6,2
3.42E+09,52.49,6,2
3.42E+09,61.01,7,2
3.42E+09,57.26,6,2
3.42E+09,34.42,6,2
3.42E+09,44.44,7,2
3.42E+09,45.53,5,2
3.42E+09,44.78,6,2
3.42E+09,31.13,6,2
3.42E+09,39.02,4,2
3.42E+09,53.34,2,2
3.42E+09,51.01,5,2
3.42E+09,48.81,6,2
3.42E+09,50.16,4,2
3.42E+09,66.56,4,2
3.42E+09,51.05,4,2
3.42E+09,51.44,5,2
3.42E+09,49.22,5,2
3.42E+09,44.82,7,2
3.42E+09,55.23,8,2
3.42E+09,45.51,3,2
3.42E+09,44.53,4,2
3.42E+09,25.9,3,2
3.42E+09,61.28,6,2
3.42E+09,30.89,5,2
3.42E+09,41.6,6,2
3.42E+09,69.79,6,2
3.42E+09,47.48,3,2
3.42E+09,50.64,3,2
3.42E+09,62.55,3,2
3.42E+09,40.97,6,2
3.42E+09,64.38,6,2
3.42E+09,72.33,5,2
3.42E+09,57.8,8,2
3.42E+09,60.3,7,2
3.42E+09,45.25,8,2
3.42E+09,61.46,6,2
3.42E+09,50.14,3,2
3.42E+09,51.31,2,2
3.42E+09,41.42,6,2
3.42E+09,33.65,8,2
3.42E+09,37.09,7,2
3.42E+09,35.76,7,2
3.42E+09,54.8,6,2
3.42E+09,41.47,6,2
3.42E+09,43.54,4,2
3.42E+09,42.72,3,2
3.42E+09,56.12,2,2
3.42E+09,51.91,6,2
3.42E+09,39.26,7,2
3.42E+09,50.81,5,2
3.42E+09,53,5,2
3.42E+09,43.65,8,2
3.42E+09,58.17,5,2
3.42E+09,58.88,5,2
3.42E+09,49.9,6,2
3.42E+09,49.94,3,2
3.42E+09,63.02,3,2
3.42E+09,41.73,4,2
3.42E+09,58.95,2,2
3.42E+09,52.33,6,2
3.42E+09,49.25,7,2
3.42E+09,71.63,6,2
3.42E+09,53.34,8,2
3.42E+09,40.49,5,2
3.42E+09,35.32,2,2
3.42E+09,41.45,3,2
3.42E+09,61.34,5,2
3.42E+09,43.15,8,2
3.42E+09,42.32,5,2
3.42E+09,30.44,4,2
3.42E+09,56.59,6,2
3.42E+09,45.05,4,2
3.42E+09,47.22,7,2
3.42E+09,34.87,4,2
3.42E+09,47.16,4,2
3.42E+09,44.75,3,2
3.42E+09,41.62,9,2
3.42E+09,47.67,4,2
3.42E+09,51.09,7,2
3.42E+09,54.14,8,2
3.42E+09,74.51,5,2
3.42E+09,51.47,7,2
3.42E+09,29.96,6,2
3.42E+09,35.52,6,2
3.42E+09,51.63,7,2
3.42E+09,31.73,8,2
3.42E+09,65.39,5,2
3.42E+09,41.39,10,2
3.42E+09,43.95,5,2
3.42E+09,54.48,8,2
3.42E+09,58.12,8,2
3.42E+09,53.04,4,2
3.42E+09,43.05,4,2
3.42E+09,56.28,7,2
3.42E+09,42.21,8,2
3.42E+09,35.47,3,2
3.42E+09,42.97,8,2
3.42E+09,70.3,2,2
3.42E+09,41.82,3,2
3.42E+09,63.43,10,2
3.42E+09,45.45,3,2
3.42E+09,56.25,6,2
3.42E+09,41.64,1,2
3.42E+09,49.85,5,2
3.42E+09,44.93,5,2
3.42E+09,45.35,6,2
3.42E+09,66.26,3,2
3.42E+09,56.11,1,2
3.42E+09,40.37,4,2
3.42E+09,27.14,4,2
3.42E+09,46.89,6,2
3.42E+09,52.27,1,2
3.42E+09,40.92,6,2
3.42E+09,58.37,2,2
3.42E+09,32.08,4,2
3.42E+09,50.93,6,2
3.42E+09,67.87,2,2
3.42E+09,59.36,7,2
3.42E+09,47.05,5,2
3.42E+09,59.87,4,2
3.42E+09,32.52,10,2
3.42E+09,43.65,2,2
3.42E+09,49.98,4,2
3.42E+09,61.27,6,2
3.42E+09,40.5,4,2
3.42E+09,62.04,5,2
3.42E+09,50.56,3,2
3.42E+09,31.4,7,2
3.42E+09,41.91,6,2
3.42E+09,38.34,4,2
3.42E+09,42.44,3,2
3.42E+09,45.94,6,2
3.42E+09,60.7,3,2
3.42E+09,55.02,3,2
3.42E+09,50.91,5,2
3.42E+09,54.92,2,2
3.42E+09,65.84,6,2
3.42E+09,55.84,4,2
3.42E+09,51.61,2,2
3.42E+09,45.94,3,2
3.42E+09,31.39,5,2
3.42E+09,41.02,7,2
3.42E+09,34.61,6,2
3.42E+09,34,6,2
3.42E+09,34.34,0,2
3.42E+09,53.94,4,2
3.42E+09,53.75,3,2
3.42E+09,69.02,5,2
3.42E+09,60.75,5,2
3.42E+09,50.41,3,2
3.42E+09,49.24,5,2
3.42E+09,65.23,5,2
3.42E+09,44.8,7,2
3.42E+09,48.77,6,2
3.42E+09,48.43,3,2
3.42E+09,56.71,8,2
3.42E+09,53.06,5,2
3.42E+09,26.95,8,2
3.42E+09,46.54,4,2
3.42E+09,43.23,4,2
3.42E+09,59.07,1,2
3.42E+09,35.88,4,2
3.42E+09,49.41,7,2
3.42E+09,45,7,2
3.42E+09,58.96,6,2
3.42E+09,60.01,6,2
3.42E+09,43.02,7,2
3.42E+09,43.2,7,2
3.42E+09,62.91,7,2
3.42E+09,39.21,6,2
3.42E+09,40.92,7,2
3.42E+09,41.31,5,2
3.42E+09,69.15,3,2
3.42E+09,69.44,8,2
3.42E+09,48.14,3,2
3.42E+09,53.95,3,2
3.42E+09,62.97,2,2
3.42E+09,74.19,9,2
3.42E+09,51.73,3,2
3.42E+09,28.32,3,2
3.42E+09,46.75,4,2
3.42E+09,47.98,8,2
3.42E+09,43.98,4,2
3.42E+09,41.47,6,2
3.42E+09,77.94,8,2
3.42E+09,53.72,6,2
3.42E+09,60.71,6,2
3.42E+09,52.3,4,2
3.42E+09,56.09,6,2
3.42E+09,25.69,8,2
3.42E+09,45.3,5,2
3.42E+09,58.88,6,2
3.42E+09,59.43,6,2
3.42E+09,57.76,5,2
3.42E+09,47.29,3,2
3.42E+09,28.69,6,2
3.42E+09,42.88,5,2
3.42E+09,57.96,2,2
3.42E+09,46.72,3,2
3.42E+09,60.59,8,2
3.42E+09,36.03,6,2
3.42E+09,64.94,1,2
3.42E+09,53.9,4,2
3.42E+09,49.08,5,2
3.42E+09,38.58,3,2
3.42E+09,38.13,4,2
3.42E+09,46.65,3,2
3.42E+09,46.88,6,2
3.42E+09,49.9,4,2
3.42E+09,48.73,8,2
3.42E+09,31.88,6,2
3.42E+09,62.58,5,2
3.42E+09,61.6,3,2
3.42E+09,52.03,4,2
3.42E+09,28.98,5,2
3.42E+09,64.43,3,2
3.42E+09,48.26,3,2
3.42E+09,53.25,3,2
3.42E+09,45.32,4,2
3.42E+09,49.93,11,2
3.42E+09,50.28,6,2
3.42E+09,48.58,8,2
3.42E+09,67.82,6,2
3.42E+09,59.91,6,2
3.42E+09,64.55,7,2
3.42E+09,58.33,3,2
3.42E+09,32.88,6,2
3.42E+09,57.98,6,2
3.42E+09,52.67,6,2
3.42E+09,51.51,5,2
3.42E+09,54.46,3,2
3.42E+09,69.63,5,2
3.42E+09,49.92,2,2
3.42E+09,48.66,6,2
3.42E+09,38.6,2,2
3.42E+09,39.93,5,2
3.42E+09,66.74,6,2
3.42E+09,40.44,6,2
3.42E+09,52.86,5,2
3.42E+09,39.75,8,2
3.42E+09,61.33,1,2
3.42E+09,57.2,2,2
3.42E+09,65.91,3,2
3.42E+09,40,9,2
3.42E+09,49.98,4,2
3.42E+09,66,3,2
3.42E+09,52.84,4,2
3.42E+09,59.6,5,2
3.42E+09,48.82,6,2
3.42E+09,41.85,6,2
3.42E+09,53.52,9,2
3.42E+09,47.65,6,2
3.42E+09,56.01,6,2
3.42E+09,46.18,1,2
3.42E+09,64.8,8,2
3.42E+09,69.64,8,2
3.42E+09,56.23,2,2
3.42E+09,34.12,4,2
3.42E+09,61.8,1,2
3.42E+09,31.13,4,2
3.42E+09,73.18,8,2
3.42E+09,55.61,6,2
3.42E+09,51.84,2,2
3.42E+09,59.76,4,2
3.42E+09,54.84,7,2
3.42E+09,36.31,6,2
3.42E+09,29.94,4,2
3.42E+09,49.01,4,2
3.42E+09,47.93,5,2
3.42E+09,54.86,4,2
3.42E+09,34.3,8,2
3.42E+09,53.1,4,2
3.42E+09,41.62,4,2
3.42E+09,67.55,9,2
3.42E+09,60.29,6,2
3.42E+09,60.44,3,2
3.42E+09,30.15,6,2
3.42E+09,48.98,7,2
3.42E+09,45.56,4,2
3.42E+09,46.39,7,2
3.42E+09,54.84,3,2
3.42E+09,45.67,7,2
3.42E+09,47,5,2
3.42E+09,40.99,7,2
3.42E+09,50.64,5,2
3.42E+09,53.24,3,2
3.42E+09,61.45,9,2
3.42E+09,48.35,3,2
3.42E+09,33.51,4,2
3.42E+09,47.64,5,2
3.42E+09,31.37,5,2
3.42E+09,41.53,5,2
3.42E+09,56.07,6,2
3.42E+09,54.43,4,2
3.42E+09,65.17,4,2
3.42E+09,50.66,6,2
3.42E+09,56.41,7,2
3.42E+09,49.76,5,2
3.42E+09,44,4,2
3.42E+09,55.67,2,2
3.42E+09,53.45,5,2
3.42E+09,48.64,6,2
3.42E+09,39.16,5,2
3.42E+09,43.46,6,2
3.42E+09,48.79,5,2
3.42E+09,51.7,5,2
3.42E+09,34.76,5,2
3.42E+09,41.93,6,2
3.42E+09,64.32,4,2
3.42E+09,45.64,6,2
3.42E+09,49.3,5,2
3.42E+09,41.5,4,2
3.42E+09,54.82,5,2
3.42E+09,48.47,4,2
3.42E+09,43.07,1,2
3.42E+09,64.36,6,2
3.42E+09,66.9,5,2
3.42E+09,60.9,6,2
3.42E+09,42.6,5,2
3.42E+09,60.85,5,2
3.42E+09,66.57,2,2
3.42E+09,53.67,6,2
3.42E+09,65.02,11,2
3.42E+09,43.18,4,2
3.42E+09,52,3,2
3.42E+09,54.1,4,2
3.42E+09,47.57,6,2
3.42E+09,49.57,5,2
3.42E+09,44.84,7,2
3.42E+09,55.73,1,2
3.42E+09,37.3,5,2
3.42E+09,55.44,5,2
3.42E+09,47.04,4,2
3.42E+09,51.36,9,2
3.42E+09,70.59,2,2
3.42E+09,56.02,6,2
3.42E+09,46.99,7,2
3.42E+09,53.64,3,2
3.42E+09,39.17,4,2
3.42E+09,39.19,8,2
3.42E+09,52.8,7,2
3.42E+09,55.62,3,2
3.42E+09,43.95,3,2
3.42E+09,39.31,6,2
3.42E+09,42.46,5,2
3.42E+09,47.59,4,2
3.42E+09,40.71,5,2
3.42E+09,31.62,2,2
3.42E+09,31.14,9,2
3.42E+09,39.21,6,2
3.42E+09,50.7,7,2
3.42E+09,47.91,4,2
3.42E+09,54.47,4,2
3.42E+09,47.52,2,2
3.42E+09,65.2,7,2
3.42E+09,59.48,4,2
3.42E+09,62.58,5,2
3.42E+09,50.47,6,2
3.42E+09,53.41,3,2
3.42E+09,83.42,5,2
3.42E+09,58.78,3,2
3.42E+09,41.65,7,2
3.42E+09,53,3,2
3.42E+09,56.12,0,2
3.42E+09,37.54,5,2
3.42E+09,46.08,7,2
3.42E+09,34.55,7,2
3.42E+09,46.45,4,2
3.42E+09,66.17,6,2
3.42E+09,44.1,2,2
3.42E+09,56.24,5,2
3.42E+09,53.48,5,2
3.42E+09,70.32,4,2
3.42E+09,46.94,6,2
3.42E+09,36.98,6,2
3.42E+09,49.3,3,2
3.42E+09,27.04,6,2
3.42E+09,45.28,6,2
3.42E+09,50.03,2,2
3.42E+09,68.13,2,2
3.42E+09,26.78,2,2
3.42E+09,58.24,5,2
3.42E+09,46.98,6,2
3.42E+09,34.04,9,2
3.42E+09,53.49,4,2
3.42E+09,44.63,2,2
3.42E+09,51.27,6,2
3.42E+09,62.51,4,2
3.42E+09,42.25,5,2
3.42E+09,39.53,6,2
3.42E+09,46.59,4,2
3.42E+09,27.8,6,2
3.42E+09,52.12,7,2
3.42E+09,49.26,7,2
3.42E+09,55.56,5,2
3.42E+09,40.53,4,2
3.42E+09,53.96,1,2
3.42E+09,44.44,7,2
3.42E+09,61.23,3,2
3.42E+09,32.67,3,2
3.42E+09,36.99,3,2
3.42E+09,49.41,4,2
3.42E+09,57.89,6,2
3.42E+09,50.86,5,2
3.42E+09,57.64,8,2
3.42E+09,51.43,5,2
3.42E+09,37.73,3,2
3.42E+09,58.56,3,2
3.42E+09,45.26,4,2
3.42E+09,37.1,6,2
3.42E+09,44.41,3,2
3.42E+09,50.62,7,2
3.42E+09,55.14,1,2
3.42E+09,39.01,5,2
3.42E+09,52.11,7,2
3.42E+09,64.48,5,2
3.42E+09,48.69,6,2
3.42E+09,57.18,5,2
3.42E+09,59.04,6,2
3.42E+09,48.86,7,2
3.42E+09,59.12,7,2
3.42E+09,45.86,7,2
3.42E+09,60.78,0,2
3.42E+09,56.91,5,2
3.42E+09,34.95,0,2
3.42E+09,47.84,4,2
3.42E+09,48.14,2,2
3.42E+09,44.89,1,2
3.42E+09,65.76,9,2
3.42E+09,41.39,8,2
3.42E+09,66.81,5,2
3.42E+09,58.92,3,2
3.42E+09,46.72,7,2
3.42E+09,44.12,2,2
3.42E+09,53.59,2,2
3.42E+09,60.9,5,2
3.42E+09,38.06,7,2
3.42E+09,64.21,7,2
3.42E+09,56.61,8,2
3.42E+09,48.03,5,2
3.42E+09,48.63,4,2
3.42E+09,46.73,5,2
3.42E+09,51.97,5,2
3.42E+09,60.65,5,2
3.42E+09,54.41,6,2
3.42E+09,65.88,5,2
3.42E+09,38.04,4,2
3.42E+09,26.27,4,2
3.42E+09,60.05,6,2
3.42E+09,50.65,4,2
3.42E+09,50.07,4,2
3.42E+09,44.68,1,2
3.42E+09,69.88,7,2
3.42E+09,48.53,6,2
3.42E+09,61.06,8,2
3.42E+09,54.4,4,2
3.42E+09,65.32,3,2
3.42E+09,48.91,2,2
3.42E+09,47.33,3,2
3.42E+09,49.7,3,2
3.42E+09,35.97,7,2
3.42E+09,55.46,5,2
3.42E+09,49.48,4,2
3.42E+09,45.89,8,2
3.42E+09,45.69,3,2
3.42E+09,70.45,6,2
3.42E+09,58.45,6,2
3.42E+09,65.42,6,2
3.42E+09,38.21,5,2
3.42E+09,42.86,4,2
3.42E+09,44.62,2,2
3.42E+09,58.27,6,2
3.42E+09,34.84,8,2
3.42E+09,56.96,7,2
3.42E+09,58.07,11,2
3.42E+09,51.52,8,2
3.42E+09,36.76,7,2
3.42E+09,51.86,4,2
3.42E+09,57.16,4,2
3.42E+09,48.67,3,2
3.42E+09,59,4,2
3.42E+09,54.36,2,2
3.42E+09,41.52,4,2
3.42E+09,46.37,5,2
3.42E+09,51.91,6,2
3.42E+09,65.6,6,2
3.42E+09,61.92,4,2
3.42E+09,40.24,5,2
3.42E+09,65.11,5,2
3.42E+09,26.3,7,2
3.42E+09,41.87,6,2
3.42E+09,51.6,6,2
3.42E+09,43.69,4,2
3.42E+09,63.9,7,2
3.42E+09,72.04,3,2
3.42E+09,50.67,4,2
3.42E+09,57.78,1,2
3.42E+09,69.93,3,2
3.42E+09,56.26,6,2
3.42E+09,44.91,7,2
3.42E+09,52.01,7,2
3.42E+09,41.83,5,2
3.42E+09,49.27,5,2
3.42E+09,40.09,5,2
3.42E+09,75.09,5,2
3.42E+09,44.64,4,2
3.42E+09,41.63,6,2
3.42E+09,54.41,5,2
3.42E+09,27.46,5,2
3.42E+09,52.21,5,2
3.42E+09,74.91,4,2
3.42E+09,25.48,5,2
3.42E+09,52.75,4,2
3.42E+09,45.21,7,2
3.42E+09,49.97,6,2
3.42E+09,55.33,5,2
3.42E+09,30.34,6,2
3.42E+09,53.01,4,2
3.42E+09,58.27,6,2
3.42E+09,41.23,6,2
3.42E+09,46.1,4,2
3.42E+09,60.1,5,2
3.42E+09,51.02,7,2
3.42E+09,52.59,4,2
3.42E+09,43.26,2,2
3.42E+09,50.62,8,2
3.42E+09,46.51,8,2
3.42E+09,49.64,5,2
3.42E+09,50.67,4,2
3.42E+09,65.59,9,2
3.42E+09,45.58,7,2
3.42E+09,55.72,5,2
3.42E+09,44.47,4,2
3.42E+09,55.88,5,2
3.42E+09,47.4,6,2
3.42E+09,64.15,8,2
3.42E+09,61.37,1,2
3.42E+09,35.09,4,2
3.42E+09,47.59,5,2
3.42E+09,53.96,4,2
3.42E+09,63.61,5,2
3.42E+09,45.05,4,2
